DESCRIPTION,SHOWROOM COLOR,ALGO HEXA1,ALGO CONFUSED1,ALGO PRECISE1,ALGO HEXA2,ALGO CONFUSED2,ALGO PRECISE2,ALGO HEXA3,ALGO CONFUSED3,ALGO PRECISE3,ALGO HEXA4,ALGO CONFUSED4,ALGO PRECISE4,ALGO HEXA5,ALGO CONFUSED5,ALGO PRECISE5
Top motifs fantaisie   Bleu et rouge, bleu,#e5c6ac,Silver,LightPink,#ad8684,Gray,RosyBrown,#beadab,Silver,DarkGrey,#ead4bb,Silver,Moccasin,,,
Top motifs fantaisie   Bleu et rouge, bleu,#e5c6ac,Silver,LightPink,#ad8684,Gray,RosyBrown,#beadab,Silver,DarkGrey,#ead4bb,Silver,Moccasin,,,
Blouse motifs fleuris   Bleu, bleu,#dad8d6,Silver,LightGrey,#9aa3b1,Silver,DarkGrey,#919eaf,Gray,DarkGrey,#6b402e,Gray,Brown,,,
Blouse motifs fleuris   Bleu, bleu,#dad8d7,Silver,LightGrey,#9aa3b1,Silver,DarkGrey,#919eaf,Gray,DarkGrey,#6b402e,Gray,Brown,,,
Blouse motifs fleuris   Bleu, bleu,#dad8d6,Silver,LightGrey,#9aa3b1,Silver,DarkGrey,#919eaf,Gray,DarkGrey,#6b402d,Gray,Brown,,,
Blouse motifs fleuris   Bleu, bleu,#dad8d6,Silver,LightGrey,#9aa3b1,Silver,DarkGrey,#919eaf,Gray,DarkGrey,#6b402d,Gray,Brown,,,
Blouse motifs fantaisie   Bleu, bleu,#c9c9c9,Silver,LightGrey,#b0a6a4,Silver,DarkGrey,#b87441,Gray,Chocolate,#394b56,Teal,DimGrey,,,
Blouse motifs fantaisie   Bleu, bleu,#c9c9c9,Silver,LightGrey,#b0a6a4,Silver,DarkGrey,#b87441,Gray,Chocolate,#394b56,Teal,DimGrey,,,
Top  Moutarde, moutarde et doré  ,#e9b429,Orange,Orange,#f2c7a1,Silver,Moccasin,#3c3759,Teal,MidnightBlue,#dea40d,Orange,Orange,,,
Top   Vert d'eau, vert d'eau  ,#bdc0b1,Silver,Silver,#c4e9e8,Silver,PaleTurquoise,#e1c5b2,Silver,Silver,#b9e2e0,Silver,LightBlue,,,
Top   Rouge, rouge  ,#fd5039,Orange,Tomato,#fb3d2e,Orange,Tomato,#f5533d,Orange,Tomato,#ee1e20,Orange,Crimson,,,
Top   Rouge, rouge  ,#fd5039,Orange,Tomato,#fb3d2e,Orange,Tomato,#f5533d,Orange,Tomato,#ee1e20,Orange,Crimson,,,
Blouse   Rose et vert d'eau, rose,#d0bab7,Silver,Silver,#ebdcd4,Silver,LightGrey,#dbbfb7,Silver,Silver,#ecdbcb,Silver,LightGrey,,,
Blouse   Rose et vert d'eau, rose,#cfbab7,Silver,Silver,#ebdcd4,Silver,LightGrey,#dbbfb7,Silver,Silver,#ecdbcb,Silver,LightGrey,,,
Top volanté   Bleu-gris, bleu-gris  ,#dbdbd8,Silver,LightGrey,#e5bda2,Silver,Tan,#514e55,Gray,DimGrey,#d8d7d2,Silver,LightGrey,,,
Blouse motifs fleuris   Noir et rose, noir et rose  ,#a27c70,Gray,Grey,#956d62,Gray,Grey,#403134,Black,MidnightBlue,#4f322c,Black,Maroon,,,
Blouse motifs fleuris   Noir et rose, noir et rose  ,#a27c70,Gray,Grey,#956d62,Gray,Grey,#403134,Black,MidnightBlue,#4f322c,Black,Maroon,,,
Top motifs fleuris Vert, vert,#a79b94,Gray,RosyBrown,#d3cac5,Silver,LightGrey,#b1c1be,Silver,Silver,#e6cbb3,Silver,Moccasin,,,
Top   Fuchsia, fuchsia et doré  ,#e94191,Gray,DeepPink,#ce1e72,Gray,Crimson,#c8daea,Silver,LightGrey,#bc245b,Gray,Crimson,,,
Top   Fuchsia, fuchsia et doré  ,#e94191,Gray,DeepPink,#ce1e72,Gray,Crimson,#c8daea,Silver,LightGrey,#bc245b,Gray,Crimson,,,
Blouse motifs fleuris   Bleu, bleu,#e6dfd4,Silver,LightGrey,#7e7988,Gray,Grey,#9db4c9,Silver,DarkGrey,#e7ded0,Silver,LightGrey,,,
Blouse motifs fleuris   Bleu, bleu,#e6dfd4,Silver,LightGrey,#7e7988,Gray,Grey,#9db4c9,Silver,DarkGrey,#e7ded0,Silver,LightGrey,,,
Top   Vert, vert  ,#75e0a0,Silver,LightGreen,#e7c397,Silver,Tan,#1d1a18,Black,Black,#e5c79c,Silver,Tan,,,
Top   Vert, vert  ,#75e0a0,Silver,LightGreen,#e7c397,Silver,Tan,#1d1a18,Black,Black,#e5c79c,Silver,Tan,,,
Top irisé   Turquoise, turquoise  ,#07b0d7,Aqua,DarkTurquoise,#03b5dd,Aqua,DarkTurquoise,#555257,Gray,DimGrey,#04b0d9,Aqua,DarkTurquoise,,,
Top irisé   Turquoise, turquoise  ,#07b0d7,Aqua,DarkTurquoise,#03b5dd,Aqua,DarkTurquoise,#555257,Gray,DimGrey,#04b0d9,Aqua,DarkTurquoise,,,
Top Ecru, écru  ,#d8c6ae,Silver,Silver,#e2dfd4,Silver,LightGrey,#dcbfa8,Silver,Tan,#d7c6ad,Silver,Silver,,,
Top   Rose pâle, rose pâle  ,#c99777,Gray,RosyBrown,#efc6a5,Silver,LightPink,#24378e,Teal,MidnightBlue,#e8c9ad,Silver,LightPink,,,
Top   Rose pâle, rose pâle  ,#c99777,Gray,RosyBrown,#efc6a5,Silver,LightPink,#24378e,Teal,MidnightBlue,#e8c9ad,Silver,LightPink,,,
Top   Rouge, rouge  ,#f83b36,Orange,Tomato,#f93432,Orange,Crimson,#ebb7b9,Silver,LightPink,#ec2d34,Orange,Crimson,,,
Top   Ocre, ocre et doré  ,#fcb235,Orange,Orange,#fcb135,Orange,Orange,#7692ac,Gray,Grey,#f2b74e,Orange,Coral,,,
Blouse   Ecru, écru,#473833,Black,DimGrey,#d8b08a,Silver,Tan,#d1b798,Silver,Tan,#dcd9d2,Silver,LightGrey,,,
Blouse   Ecru, écru,#473833,Black,DimGrey,#d8b08a,Silver,Tan,#d1b798,Silver,Tan,#dcd9d2,Silver,LightGrey,,,
Top dentelle Bleu, bleu  ,#576e96,Gray,DimGrey,#7288b0,Gray,Grey,#677aa3,Gray,Grey,#f2d5bc,Silver,Moccasin,,,
Top dentelle Bleu, bleu  ,#576d96,Gray,DimGrey,#7288b0,Gray,Grey,#677aa3,Gray,Grey,#f2d5bc,Silver,Moccasin,,,
Top dentelle Bleu, bleu  ,#576e96,Gray,DimGrey,#7288b0,Gray,Grey,#677aa3,Gray,Grey,#f2d5bc,Silver,Moccasin,,,
Top dentelle Bleu, bleu  ,#576d96,Gray,DimGrey,#7288b0,Gray,Grey,#677aa3,Gray,Grey,#f2d5bc,Silver,Moccasin,,,
Top Moutarde, moutarde  ,#ebd772,Silver,Khaki,#e9dc73,Silver,Khaki,#c7b882,Silver,Tan,#e6da69,Silver,Khaki,,,
Top Moutarde, moutarde  ,#ebd772,Silver,Khaki,#e9dc73,Silver,Khaki,#c7b882,Silver,Tan,#e6da69,Silver,Khaki,,,
Top   Ecru, écru  ,#dcb89c,Silver,Tan,#e5d2c8,Silver,LightGrey,#edb2c9,Silver,LightPink,#e0dcd5,Silver,LightGrey,,,
Blouse motifs fleuris Bleu, bleu,#d3dfe4,Silver,LightGrey,#d1dee4,Silver,LightGrey,#d5dbe3,Silver,LightGrey,#c09877,Gray,RosyBrown,,,
Blouse motifs fleuris Bleu, bleu,#d3dfe4,Silver,LightGrey,#d1dee4,Silver,LightGrey,#d5dbe3,Silver,LightGrey,#c19877,Gray,RosyBrown,,,
Blouse   Curcuma, curcuma,#f4bc49,Orange,Coral,#fac451,Orange,Khaki,#343147,Black,MidnightBlue,#d58f1c,Orange,Chocolate,,,
Top   Noir et blanc, noir,#524e58,Gray,DimGrey,#252125,Black,Black,#d3b8b0,Silver,Silver,#3b3636,Black,MidnightBlue,,,
Top   Noir et blanc, noir,#524e58,Gray,DimGrey,#252125,Black,Black,#d3b8b0,Silver,Silver,#3b3636,Black,MidnightBlue,,,
Top   Noir et blanc, noir,#524e58,Gray,DimGrey,#252125,Black,Black,#d3b8b0,Silver,Silver,#3b3636,Black,MidnightBlue,,,
Top   Noir et blanc, noir,#524e58,Gray,DimGrey,#252125,Black,Black,#d3b8b0,Silver,Silver,#3b3636,Black,MidnightBlue,,,
Blouse motifs fleuris Jaune, jaune,#d3ccb8,Silver,Silver,#e3dfcd,Silver,LightGrey,#4d4a4f,Gray,DimGrey,#342e28,Black,MidnightBlue,,,
Blouse motifs fleuris Jaune, jaune,#d3ccb8,Silver,Silver,#e3dfcd,Silver,LightGrey,#4d4a4f,Gray,DimGrey,#342e28,Black,MidnightBlue,,,
Blouse   Rouge, rouge  ,#f51d24,Orange,Crimson,#f72928,Orange,Crimson,#8d8c90,Gray,Grey,#f82226,Orange,Crimson,,,
Blouse   Rouge, rouge  ,#f51d24,Orange,Crimson,#f72928,Orange,Crimson,#8d8c90,Gray,Grey,#f82226,Orange,Crimson,,,
Blouse   Ecru, écru et nude  ,#e2dad5,Silver,LightGrey,#7c4d33,Gray,Brown,#e0b9a6,Silver,Tan,#e4dad3,Silver,LightGrey,,,
Top Rouge, rouge  ,#fd5e26,Orange,Tomato,#fb4723,Orange,OrangeRed,#f04e28,Orange,Tomato,#f63e1e,Orange,OrangeRed,,,
Top Rouge, rouge  ,#fd5e26,Orange,Tomato,#fb4723,Orange,OrangeRed,#f04e28,Orange,Tomato,#f63e1e,Orange,OrangeRed,,,
Blouse portefeuille   Noir et blanc, noir et blanc  ,#8d8585,Gray,Grey,#968d8d,Gray,Grey,#332c30,Black,MidnightBlue,#52494b,Gray,DimGrey,,,
Top   Jaune, jaune  ,#f6e398,Silver,Khaki,#f0e484,Silver,Khaki,#ebd598,Silver,Khaki,#f7e87d,Silver,Khaki,,,
Top Jaune, jaune  ,#f1efa9,Silver,Moccasin,#e4e177,Silver,Khaki,#b1afaf,Silver,DarkGrey,#e9e999,Silver,Khaki,,,
Top dentelle Blanc, blanc  ,#e7c2a9,Silver,LightPink,#d8b298,Silver,Tan,#514d50,Gray,DimGrey,#60595c,Gray,DimGrey,,,
Blouse   Noir et rouge, noir,#413636,Black,MidnightBlue,#3e373b,Black,MidnightBlue,#b3a29b,Silver,DarkGrey,#3a302f,Black,MidnightBlue,,,
Blouse   Noir et rouge, noir,#413636,Black,MidnightBlue,#3e373b,Black,MidnightBlue,#b3a29b,Silver,DarkGrey,#3a302f,Black,MidnightBlue,,,
Blouse   Noir et rouge, noir,#413636,Black,MidnightBlue,#3e373b,Black,MidnightBlue,#b3a29b,Silver,DarkGrey,#3a302f,Black,MidnightBlue,,,
Blouse Vert, vert,#bcbdbd,Silver,Silver,#dbdad9,Silver,LightGrey,#dac5ba,Silver,Silver,#dbd7d3,Silver,LightGrey,,,
Top   Vanille, vanille  ,#e2dacc,Silver,LightGrey,#ebc2a0,Silver,Tan,#c0a095,Silver,RosyBrown,#e6dccc,Silver,LightGrey,,,
Top   Vanille, vanille  ,#e2dacc,Silver,LightGrey,#ebc2a0,Silver,Tan,#c0a095,Silver,RosyBrown,#e6dccc,Silver,LightGrey,,,
Top en guipure   Bleu marine, bleu marine  ,#211f2c,Black,Black,#e8c7ad,Silver,LightPink,#7fa6c5,Silver,DarkGrey,#252434,Black,MidnightBlue,,,
Top  Fuchsia, fuchsia  ,#e1367b,Gray,DeepPink,#df2f75,Gray,DeepPink,#d7c2bb,Silver,Silver,#e1367c,Gray,DeepPink,,,
Blouse   Blanc, blanc et noir  ,#e2c1ac,Silver,LightPink,#4a4947,Gray,DimGrey,#514444,Gray,DimGrey,#d1cbc4,Silver,LightGrey,,,
Blouse   Blanc, blanc et noir  ,#e2c1ac,Silver,LightPink,#4a4947,Gray,DimGrey,#514444,Gray,DimGrey,#d1cbc4,Silver,LightGrey,,,
Blouse   Ecru, écru  ,#e3b290,Silver,Tan,#e3b48f,Silver,Tan,#484153,Gray,DimGrey,#e1dcd8,Silver,LightGrey,,,
Blouse   Ecru, écru  ,#e3b290,Silver,Tan,#e3b48f,Silver,Tan,#484153,Gray,DimGrey,#e1dcd8,Silver,LightGrey,,,
Blouse   Ecru, écru  ,#e3b290,Silver,Tan,#e3b48f,Silver,Tan,#484153,Gray,DimGrey,#e1dcd8,Silver,LightGrey,,,
Top volanté Turquoise, turquoise  ,#7ee5e6,Silver,SkyBlue,#a2eeef,Silver,PaleTurquoise,#3c3539,Black,MidnightBlue,#9ef1f1,Silver,PaleTurquoise,,,
Top Bleu marine, bleu marine,#2f2e4b,Black,MidnightBlue,#29273e,Black,MidnightBlue,#2c3959,Teal,MidnightBlue,#32324d,Black,MidnightBlue,,,
Top   Bleu-gris, bleu-gris  ,#82b8d9,Silver,SkyBlue,#84b7d8,Silver,SkyBlue,#3a4f66,Teal,DimGrey,#669cbf,Gray,MediumTurquoise,,,
Top   Bleu-gris, bleu-gris  ,#82b8d9,Silver,SkyBlue,#84b7d8,Silver,SkyBlue,#3a4f66,Teal,DimGrey,#669cbf,Gray,MediumTurquoise,,,
Top Blanc, blanc  ,#cbaa94,Silver,Tan,#e2bba2,Silver,Tan,#5e5558,Gray,DimGrey,#e7ba96,Silver,Tan,,,
Top Blanc, blanc  ,#cbaa94,Silver,Tan,#e2bba2,Silver,Tan,#5e5558,Gray,DimGrey,#e7ba96,Silver,Tan,,,
Blouse   Nude, nude,#564c46,Gray,DimGrey,#985538,Gray,Brown,#393236,Black,MidnightBlue,#e2c7b6,Silver,LightGrey,,,
Blouse   Nude, nude,#564c46,Gray,DimGrey,#985538,Gray,Brown,#393236,Black,MidnightBlue,#e2c7b6,Silver,LightGrey,,,
Blouse Bleu marine, bleu marine  ,#34314d,Black,MidnightBlue,#33304d,Black,MidnightBlue,#31304b,Black,MidnightBlue,#373655,Teal,MidnightBlue,,,
Blouse motifs fleuris   Bleu, bleu,#898c9a,Gray,Grey,#858896,Gray,Grey,#ada29c,Silver,DarkGrey,#535d73,Gray,DimGrey,,,
Blouse motifs fleuris   Bleu, bleu,#898c9a,Gray,Grey,#868997,Gray,Grey,#ada29c,Silver,DarkGrey,#535d73,Gray,DimGrey,,,
Blouse   Paprika, paprika  ,#c74142,Gray,Brown,#cc4144,Gray,Crimson,#3d3146,Black,MidnightBlue,#dd685f,Gray,Salmon,,,
Blouse   Paprika, paprika  ,#c74142,Gray,Brown,#cc4144,Gray,Crimson,#3d3146,Black,MidnightBlue,#dd685f,Gray,Salmon,,,
Top motifs fantaisie Noir, noir,#523b38,Gray,DimGrey,#4b3735,Black,DimGrey,#e9ccbc,Silver,Pink,#402f2c,Black,MidnightBlue,,,
Top motifs fantaisie Noir, noir,#523b39,Gray,DimGrey,#4b3735,Black,DimGrey,#e9ccbb,Silver,Pink,#402f2c,Black,MidnightBlue,,,
Top en guipure   Blanc, blanc  ,#e3bc9e,Silver,Tan,#f1ceb0,Silver,Moccasin,#3d385a,Teal,MidnightBlue,#cea98f,Silver,Tan,,,
Top en guipure   Blanc, blanc  ,#e3bc9e,Silver,Tan,#f1ceb0,Silver,Moccasin,#3d385a,Teal,MidnightBlue,#cea98f,Silver,Tan,,,
Blouse   Ecru, écru  ,#d9cabf,Silver,LightGrey,#e4c0a2,Silver,Tan,#e3c2ae,Silver,LightPink,#dfcfc4,Silver,LightGrey,,,
Top  Bleu marine, bleu marine  ,#303b76,Teal,MidnightBlue,#354383,Teal,MidnightBlue,#323254,Teal,MidnightBlue,#323e76,Teal,MidnightBlue,,,
Top  Bleu marine, bleu marine  ,#303b76,Teal,MidnightBlue,#354383,Teal,MidnightBlue,#323254,Teal,MidnightBlue,#323e76,Teal,MidnightBlue,,,
Blouse motifs fleuris   Rouge et blanc, rouge et blanc  ,#f1d3cd,Silver,Pink,#e69a99,Silver,Tan,#d4a79e,Silver,Tan,#e4c1a5,Silver,Tan,,,
Blouse motifs fleuris   Rouge et blanc, rouge et blanc  ,#f1d4cf,Silver,Pink,#e69a99,Silver,Tan,#d4a79e,Silver,Tan,#e4c1a5,Silver,Tan,,,
Blouse motifs fleuris   Rouge et blanc, rouge et blanc  ,#f1d3ce,Silver,Pink,#e69b9a,Silver,Tan,#d4a79e,Silver,Tan,#e4c1a5,Silver,Tan,,,
Blouse motifs rouge à lèvres   Bleu marine, bleu marine,#3b406e,Teal,MidnightBlue,#49548d,Gray,DimGrey,#30324d,Black,MidnightBlue,#424c7d,Gray,DimGrey,,,
Blouse motifs rouge à lèvres   Bleu marine, bleu marine,#3b406e,Teal,MidnightBlue,#49548d,Gray,DimGrey,#30324d,Black,MidnightBlue,#424b7c,Gray,DimGrey,,,
Top   Vert d'eau, vert d'eau   ,#cbb99f,Silver,Tan,#d7d8d2,Silver,LightGrey,#c9beb5,Silver,Silver,#c0d9cd,Silver,LightGrey,,,
Top   Turquoise, turquoise  ,#5bdce2,Aqua,MediumTurquoise,#6bdae0,Silver,SkyBlue,#e4dfda,Silver,LightGrey,#67dfe3,Silver,SkyBlue,,,
Top à rayures Bleu marine et blanc, bleu marine et blanc  ,#575070,Gray,DimGrey,#554d6e,Gray,DimGrey,#b6b2c8,Silver,Silver,#e4d5ce,Silver,LightGrey,,,
Top à rayures Bleu marine et blanc, bleu marine et blanc  ,#575070,Gray,DimGrey,#554d6e,Gray,DimGrey,#b6b2c8,Silver,Silver,#e4d5ce,Silver,LightGrey,,,
Top à rayures Bleu marine et blanc, bleu marine et blanc  ,#575070,Gray,DimGrey,#554d6e,Gray,DimGrey,#736f85,Gray,Grey,#e4d5ce,Silver,LightGrey,,,
Blouse Vert, vert,#d7d5d3,Silver,LightGrey,#dddedd,Silver,LightGrey,#d5d5d5,Silver,LightGrey,#d2d3d1,Silver,LightGrey,,,
Blouse Vert, vert,#d7d5d3,Silver,LightGrey,#dddedd,Silver,LightGrey,#d5d5d5,Silver,LightGrey,#d2d3d1,Silver,LightGrey,,,
Chemise courte   Ciel, ciel  ,#a0a8ba,Silver,DarkGrey,#deb995,Silver,Tan,#8f8d92,Gray,Grey,#e7c2a9,Silver,LightPink,,,
Chemise courte   Ciel, ciel  ,#a0a8ba,Silver,DarkGrey,#deb995,Silver,Tan,#8f8d92,Gray,Grey,#e7c2a9,Silver,LightPink,,,
Blouse   Ecru,,#e6bca6,Silver,Tan,#d5c4b7,Silver,Silver,#d8b49f,Silver,Tan,#dbd0c7,Silver,LightGrey,,,
Blouse   Ecru,,#e6bca6,Silver,Tan,#d5c4b7,Silver,Silver,#d8b49f,Silver,Tan,#dbd0c7,Silver,LightGrey,,,
Top   Vert, vert  ,#6bc288,Gray,LightGreen,#45ae6e,Gray,SeaGreen,#61c184,Gray,LightGreen,#69c288,Gray,LightGreen,,,
Top   Rouge, rouge  ,#fc4d10,Orange,OrangeRed,#fd4711,Orange,OrangeRed,#b9b6a7,Silver,DarkGrey,#f65f23,Orange,Tomato,,,
Top   Rouge, rouge  ,#fc4d10,Orange,OrangeRed,#fd4711,Orange,OrangeRed,#b9b6a7,Silver,DarkGrey,#f65f23,Orange,Tomato,,,
Top   Rouge, rouge  ,#fc4d10,Orange,OrangeRed,#fd4711,Orange,OrangeRed,#b9b6a7,Silver,DarkGrey,#f65f23,Orange,Tomato,,,
Top portefeuille   Rose pâle, rose pâle  ,#f0dbd1,Silver,Beige,#e5b89a,Silver,Tan,#988068,Gray,Grey,#ecd6cb,Silver,LightGrey,,,
Top motifs fleuris   Rouge et bleu marine, rouge,#ce4445,Gray,Crimson,#ce494d,Gray,Tomato,#e7bcac,Silver,LightPink,#493247,Gray,MidnightBlue,,,
Blouse   Ecru, écru  ,#e7c8b3,Silver,LightPink,#e2dbd7,Silver,LightGrey,#3b3659,Teal,MidnightBlue,#e4c7b2,Silver,LightPink,,,
Top   Ecru, écru  ,#5f7e95,Gray,Grey,#dbbda5,Silver,Tan,#8fa4b2,Silver,DarkGrey,#513224,Black,Maroon,,,
Top   Ecru, écru  ,#5f7e95,Gray,Grey,#dcdbd9,Silver,LightGrey,#8fa4b2,Silver,DarkGrey,#513224,Black,Maroon,,,
Blouse Bleu, bleu  ,#6f8db4,Gray,Grey,#688cb6,Gray,Grey,#8e94a2,Gray,DarkGrey,#627f9d,Gray,Grey,,,
Blouse Bleu, bleu  ,#6f8db4,Gray,Grey,#688cb6,Gray,Grey,#8e94a2,Gray,DarkGrey,#627f9d,Gray,Grey,,,
Top   Rouge, rouge  ,#f53f3c,Orange,Tomato,#fb3d39,Orange,Tomato,#67799f,Gray,Grey,#fb3231,Orange,Crimson,,,
Top   Rouge, rouge  ,#f53f3c,Orange,Tomato,#fb3d39,Orange,Tomato,#67799f,Gray,Grey,#fb3231,Orange,Crimson,,,
Top   Ecru,,#dcd2cc,Silver,LightGrey,#4a4749,Gray,DimGrey,#343146,Black,MidnightBlue,#c18d6e,Gray,RosyBrown,,,
Top   Ecru, écru  ,#e3bfa0,Silver,Tan,#e2b48e,Silver,Tan,#979092,Gray,Grey,#ebc2a4,Silver,LightPink,,,
Top   Ecru, écru  ,#e3bfa0,Silver,Tan,#e2b48e,Silver,Tan,#979092,Gray,Grey,#ebc2a4,Silver,LightPink,,,
Top Blanc, blanc,#e4b594,Silver,Tan,#e8bc9c,Silver,Tan,#4c454a,Gray,DimGrey,#bbb8bf,Silver,Silver,,,
Top Blanc, blanc,#e4b594,Silver,Tan,#e8bc9c,Silver,Tan,#4c454a,Gray,DimGrey,#bbb8bf,Silver,Silver,,,
Blouse effet jean   Bleu, bleu et écru  ,#73afd8,Silver,SkyBlue,#71abd5,Silver,SkyBlue,#4a4b55,Gray,DimGrey,#7daac5,Silver,DarkGrey,,,
Blouse effet jean   Bleu, bleu et écru  ,#73afd8,Silver,SkyBlue,#71abd5,Silver,SkyBlue,#4a4b55,Gray,DimGrey,#7daac5,Silver,DarkGrey,,,
Blouse effet jean   Bleu, bleu et écru  ,#73afd8,Silver,SkyBlue,#71abd5,Silver,SkyBlue,#4a4b55,Gray,DimGrey,#7daac5,Silver,DarkGrey,,,
Top   Gris, gris  ,#d7d8da,Silver,LightGrey,#d4d5d9,Silver,LightGrey,#353143,Black,MidnightBlue,#cbcaca,Silver,LightGrey,,,
Top Blanc,,#675057,Gray,DimGrey,#3d4274,Teal,MidnightBlue,#3c3850,Teal,MidnightBlue,#dad1d1,Silver,LightGrey,,,
Top   Bleu, bleu,#9dd6ea,Silver,LightBlue,#a56f4c,Gray,Chocolate,#a27650,Gray,Grey,#97d0df,Silver,SkyBlue,,,
Top en lin irisé   Turquoise, turquoise  ,#10a6c3,Teal,DarkTurquoise,#3abbd4,Aqua,MediumTurquoise,#30b7d2,Aqua,MediumTurquoise,#26aac2,Teal,MediumTurquoise,,,
Top en lin irisé   Turquoise, turquoise  ,#10a6c3,Teal,DarkTurquoise,#3abbd4,Aqua,MediumTurquoise,#30b7d2,Aqua,MediumTurquoise,#26a9c1,Teal,MediumTurquoise,,,
Top   Jaune, jaune et argenté  ,#f1c542,Orange,DarkKhaki,#f3c641,Orange,Gold,#dab48d,Silver,Tan,#e5cab0,Silver,Moccasin,,,
Top   Jaune, jaune et argenté  ,#f1c542,Orange,DarkKhaki,#f3c641,Orange,Gold,#dab48d,Silver,Tan,#e5cab0,Silver,Moccasin,,,
Top   Jaune, jaune et argenté  ,#f1c542,Orange,DarkKhaki,#f3c641,Orange,Gold,#dab48d,Silver,Tan,#e5cab0,Silver,Moccasin,,,
Top   Blanc, blanc,#b1b1bc,Silver,Silver,#e7be9c,Silver,Tan,#41383f,Black,MidnightBlue,#e2dbd7,Silver,LightGrey,,,
Top   Blanc, blanc,#b1b1bc,Silver,Silver,#e7be9c,Silver,Tan,#41383f,Black,MidnightBlue,#e2dbd7,Silver,LightGrey,,,
Top en guipure   Ecru, écru,#dbae90,Silver,Tan,#ddb495,Silver,Tan,#595282,Gray,DimGrey,#d1aa9f,Silver,Tan,,,
Top en guipure   Ecru, écru,#dbae90,Silver,Tan,#ddb495,Silver,Tan,#595282,Gray,DimGrey,#d1aa9f,Silver,Tan,,,
Top en dentelle   Ecru, écru  ,#eccbae,Silver,Moccasin,#ddd8d5,Silver,LightGrey,#6b96c3,Gray,MediumPurple,#e7d4c5,Silver,LightGrey,,,
Top en dentelle   Ecru, écru  ,#eccbae,Silver,Moccasin,#ddd8d5,Silver,LightGrey,#6b96c3,Gray,MediumPurple,#e7d4c5,Silver,LightGrey,,,
Top   Rose pâle, rose pâle  ,#ebd6cb,Silver,LightGrey,#e6bd9a,Silver,Tan,#d6b4a4,Silver,Tan,#dbb7ab,Silver,Tan,,,
Top   Rose pâle, rose pâle  ,#ebd6cb,Silver,LightGrey,#e6bd9a,Silver,Tan,#d6b4a4,Silver,Tan,#dbb7ab,Silver,Tan,,,
Top   Rose pâle, rose pâle  ,#ebd6cb,Silver,LightGrey,#e6bd9a,Silver,Tan,#d6b4a4,Silver,Tan,#dbb7ab,Silver,Tan,,,
Top   Ecru, écru  ,#d4c5b6,Silver,Silver,#d8ad85,Silver,Tan,#92b0c5,Silver,DarkGrey,#ded4ca,Silver,LightGrey,,,
Top guipure   Blanc, blanc et bleu marine  ,#524143,Gray,DimGrey,#eec8a5,Silver,Moccasin,#545066,Gray,DimGrey,#34313e,Black,MidnightBlue,,,
Top guipure   Blanc, blanc et bleu marine  ,#524143,Gray,DimGrey,#eec8a5,Silver,Moccasin,#545066,Gray,DimGrey,#34313e,Black,MidnightBlue,,,
T-shirt   Blanc, blanc,#c6ddd8,Silver,LightGrey,#e5ba97,Silver,Tan,#5d81a3,Gray,Grey,#e1ddd8,Silver,LightGrey,,,
T-shirt   Blanc, blanc,#c6ddd8,Silver,LightGrey,#e5ba97,Silver,Tan,#5d81a3,Gray,Grey,#e1ddd8,Silver,LightGrey,,,
Top motifs fantaisie  Ecru, écru  ,#c9b8aa,Silver,Silver,#e6bb9a,Silver,Tan,#525363,Gray,DimGrey,#eec8a9,Silver,Moccasin,,,
Top motifs fantaisie  Ecru, écru  ,#c8b7a8,Silver,Silver,#e6bb9a,Silver,Tan,#525363,Gray,DimGrey,#eec8a9,Silver,Moccasin,,,
Top motifs fantaisie  Ecru, écru  ,#c8b7a8,Silver,Silver,#e6bb9a,Silver,Tan,#525363,Gray,DimGrey,#eec8a9,Silver,Moccasin,,,
Top   Citron, citron et argenté  ,#f2f1ad,Silver,Moccasin,#eeeea0,Silver,Khaki,#c0b9a9,Silver,Silver,#e7b894,Silver,Tan,,,
Top   Citron, citron et argenté  ,#f2f1ad,Silver,Moccasin,#eeeea0,Silver,Khaki,#c0b9a9,Silver,Silver,#e7b995,Silver,Tan,,,
Top   Citron, citron et argenté  ,#f2f1ae,Silver,Moccasin,#eeeea0,Silver,Khaki,#c0b9a9,Silver,Silver,#e7b894,Silver,Tan,,,
Top   Ecru, écru et doré  ,#f3d8c1,Silver,Moccasin,#e7bd9a,Silver,Tan,#4c4658,Gray,DimGrey,#e9c5a7,Silver,LightPink,,,
Top   Ecru, écru et doré  ,#f3d8c1,Silver,Moccasin,#e7bd9a,Silver,Tan,#4c4658,Gray,DimGrey,#e9c5a7,Silver,LightPink,,,
T-shirt   Blanc,,#cfb3a8,Silver,Tan,#e7bc9a,Silver,Tan,#413a4d,Gray,MidnightBlue,#e4dcda,Silver,LightGrey,,,
Top en dentelle Ecru, écru  ,#e7dacf,Silver,LightGrey,#e8dcd3,Silver,LightGrey,#e9d7d0,Silver,LightGrey,#dbc7b8,Silver,Silver,,,
Top en lin irisé   Ecru, écru   ,#e3dfd8,Silver,LightGrey,#e5bfa6,Silver,Tan,#57535a,Gray,DimGrey,#e1ddd7,Silver,LightGrey,,,
Top en lin irisé   Ecru, écru   ,#e3dfd8,Silver,LightGrey,#e6bfa6,Silver,Tan,#57535a,Gray,DimGrey,#e1ddd7,Silver,LightGrey,,,
